,name,team,apps,mins,goals,assists,xG,xA,xG90,xA90,league,year
297,Mathieu Gorgelin,Lyon,4,360,0,0,0.00,0.00,0.0,0.0,5,2018
298,Thiago Silva,Lyon,25,2076,0,1,0.99,0.65,0.04,0.03,5,2018
299,Yoan Cardinale,Paris Saint Germain,3,270,0,0,0.00,0.00,0.0,0.0,5,2018
300,Paul Baysse,Bordeaux,21,1866,0,0,0.46,0.57,0.02,0.03,5,2018
301,Romain Genevois,Caen,6,355,0,0,0.00,0.00,0.0,0.0,5,2018
302,Hilton,Caen,36,3234,0,2,1.78,0.60,0.05,0.02,5,2018
303,Adama Soumaoro,Montpellier,20,1733,0,1,0.51,0.55,0.03,0.03,5,2018
304,Djibril Sidibe,Lille,26,2064,0,2,0.97,3.49,0.04,0.15,5,2018
305,Yassine Benzia,Monaco,2,162,0,1,0.17,0.80,0.1,0.45,5,2018
306,Youssouf Kone,Lille,20,1712,0,1,0.07,0.85,0.0,0.04,5,2018
307,Jacques-Alaixys Romao,Lille,36,3172,0,3,1.06,2.66,0.03,0.08,5,2018
308,Yohann Pelé,Reims,9,678,0,0,0.00,0.00,0.0,0.0,5,2018
309,Rolando,Marseille,10,805,0,0,0.48,0.04,0.05,0.0,5,2018
310,Youssouf Sabaly,Bordeaux,23,1914,0,1,0.45,2.10,0.02,0.1,5,2018
311,Maxime Dupé,Nantes,11,938,0,0,0.00,0.00,0.0,0.0,5,2018
312,Danijel Subasic,Monaco,14,1142,0,0,0.00,0.00,0.0,0.0,5,2018
313,Andrea Raggi,Monaco,6,495,0,0,0.10,0.28,0.02,0.05,5,2018
314,Almamy Touré,Monaco,4,348,0,0,0.05,0.07,0.01,0.02,5,2018
315,Corentin Jean,Toulouse,19,610,0,0,1.47,1.53,0.22,0.23,5,2018
316,Benjamin Lecomte,Montpellier,37,3330,0,0,0.00,0.02,0.0,0.0,5,2018
317,Christophe Kerbrat,Guingamp,25,2101,0,0,0.04,0.54,0.0,0.02,5,2018
318,Yoann Andreu,Angers,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
319,Cheikh Ndoye,Angers,27,2339,0,3,1.65,1.74,0.06,0.07,5,2018
320,Arnold Bouka Moutou,Dijon,3,60,0,0,0.01,0.00,0.01,0.0,5,2018
321,Stéphane Ruffier,Saint-Etienne,37,3330,0,0,0.00,0.00,0.0,0.0,5,2018
322,Vincent Pajot,Angers,13,731,0,0,0.46,0.83,0.06,0.1,5,2018
323,Ronael Pierre Gabriel,Monaco,4,356,0,0,0.00,0.02,0.0,0.01,5,2018
324,Jessy Moulin,Saint-Etienne,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
325,Ole Selnaes,Saint-Etienne,20,1685,0,5,0.39,2.50,0.02,0.13,5,2018
326,Ronny Rodelin,Guingamp,17,786,0,0,1.44,0.48,0.17,0.06,5,2018
327,Abdoulaye Diallo,Rennes,6,497,0,0,0.00,0.00,0.0,0.0,5,2018
328,Koffi Djidji,Nantes,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
329,Marco Verratti,Paris Saint Germain,26,1887,0,2,0.11,3.66,0.01,0.17,5,2018
330,Lass Diarra,Paris Saint Germain,3,159,0,0,0.00,0.04,0.0,0.02,5,2018
331,Florent Balmont,Dijon,20,1084,0,1,0.08,0.73,0.01,0.06,5,2018
332,Moustapha Diallo,Nimes,7,474,0,1,0.22,0.07,0.04,0.01,5,2018
333,Maxime Poundje,Bordeaux,30,2531,0,2,0.29,1.35,0.01,0.05,5,2018
334,Jemerson,Monaco,25,2229,0,1,0.25,0.24,0.01,0.01,5,2018
335,Dimitry Bertaud,Montpellier,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
336,Steven Moreira,Toulouse,10,868,0,0,0.53,0.18,0.06,0.02,5,2018
337,Presnel Kimpembe,Paris Saint Germain,24,2004,0,1,0.20,0.69,0.01,0.03,5,2018
338,Marvin Martin,Reims,13,628,0,1,0.29,0.65,0.04,0.09,5,2018
339,Jaroslav Plasil,Bordeaux,23,1452,0,1,0.90,0.42,0.06,0.03,5,2018
340,Emmanuel Imorou,Caen,16,1118,0,1,0.10,0.22,0.01,0.02,5,2018
341,Ismael Diomande,Caen,18,1303,0,1,0.11,0.31,0.01,0.02,5,2018
342,Mexer,Rennes,29,2474,0,0,0.59,0.13,0.02,0.0,5,2018
343,Olivier Boscagli,Nice,14,862,0,1,0.33,0.75,0.03,0.08,5,2018
344,Enock Kwateng,Nantes,30,2029,0,1,0.22,1.72,0.01,0.08,5,2018
345,Charles Traore,Nantes,13,1166,0,0,0.15,1.08,0.01,0.08,5,2018
346,Kevin N'Doram,Monaco,4,192,0,0,0.08,0.00,0.04,0.0,5,2018
347,Grejohn Kyei,Reims,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
348,Wesley Lautoa,Dijon,34,3033,0,0,0.47,0.19,0.01,0.01,5,2018
349,Pierre-Yves Polomat,Saint-Etienne,18,948,0,2,0.17,2.09,0.02,0.2,5,2018
350,Nolan Mbemba,Reims,8,350,0,0,0.08,0.01,0.02,0.0,5,2018
351,Adama Traoré,Monaco,6,238,0,1,0.24,0.40,0.09,0.15,5,2018
352,Kevin Rimane,Paris Saint Germain,1,3,0,0,0.00,0.00,0.0,0.0,5,2018
353,Anthony Walongwa,Nantes,1,90,0,0,0.09,0.00,0.09,0.0,5,2018
354,Alexis Alegue,Nantes,1,4,0,0,0.00,0.00,0.0,0.0,5,2018
355,Samuel Grandsir,Monaco,20,695,0,1,0.17,2.54,0.02,0.33,5,2018
356,Seydou Sy,Strasbourg,3,220,0,0,0.00,0.00,0.0,0.0,5,2018
357,Milan Gajic,Monaco,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
358,Romain Del Castillo,Bordeaux,29,1333,0,3,0.66,3.16,0.04,0.21,5,2018
359,Hassane Kamara,Rennes,16,910,0,0,0.80,0.37,0.08,0.04,5,2018
360,Denis Poha,Rennes,2,24,0,0,0.00,0.00,0.0,0.0,5,2018
361,Nicolas Janvier,Rennes,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
362,Mike Maignan,Lille,38,3420,0,0,0.00,0.03,0.0,0.0,5,2018
363,Lucas Tousart,Lyon,30,1719,0,0,0.75,0.45,0.04,0.02,5,2018
364,Ludovic Butelle,Angers,36,3240,0,0,0.06,0.04,0.0,0.0,5,2018
365,Quentin Cornette,Amiens,5,209,0,0,0.17,0.00,0.07,0.0,5,2018
366,Kelvin Adou,Toulouse,32,2880,0,1,0.51,0.83,0.02,0.03,5,2018
367,Jeremy Gelin,Rennes,22,1258,0,0,0.41,0.11,0.03,0.01,5,2018
368,Alexandre Olliero,Nantes,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
369,Grégory Sertic,Marseille,4,106,0,0,0.05,0.00,0.05,0.0,5,2018
370,Stéphane Mbia,Toulouse,5,449,0,0,0.05,0.01,0.01,0.0,5,2018
371,Stefan Mitrovic,Strasbourg,34,3031,0,0,1.10,0.20,0.03,0.01,5,2018
372,Zacharie Boucher,Angers,2,180,0,0,0.00,0.00,0.0,0.0,5,2018
373,Romain Métanire,Reims,5,310,0,0,0.30,0.01,0.09,0.0,5,2018
374,Brice Samba,Caen,38,3420,0,0,0.00,0.00,0.0,0.0,5,2018
375,Pierrick Valdivia,Nimes,2,25,0,0,0.00,0.00,0.0,0.0,5,2018
376,Baissama Sankoh,Caen,15,641,0,0,0.34,0.04,0.05,0.01,5,2018
377,Marc-Aurele Caillard,Guingamp,21,1890,0,0,0.00,0.00,0.0,0.0,5,2018
378,Jean Eudes Aholou,Monaco,17,1078,0,1,0.61,0.85,0.05,0.07,5,2018
379,Bilal Boutobba,Montpellier,2,28,0,0,0.08,0.06,0.25,0.18,5,2018
380,Mariano,Lyon,3,144,0,0,0.16,0.09,0.1,0.06,5,2018
381,Ganso,Amiens,12,508,0,2,0.40,1.08,0.07,0.19,5,2018
382,Vukasin Jovanovic,Bordeaux,16,1378,0,0,0.11,0.03,0.01,0.0,5,2018
383,Baptiste Reynet,Toulouse,31,2704,0,0,0.00,0.44,0.0,0.01,5,2018
384,Valentin Rosier,Dijon,18,1457,0,4,0.35,1.53,0.02,0.09,5,2018
385,Romain Amalfitano,Dijon,32,2534,0,0,0.46,0.90,0.02,0.03,5,2018
386,Frederic Sammaritano,Dijon,14,531,0,0,0.38,0.60,0.06,0.1,5,2018
387,Yunis Abdelhamid,Reims,38,3420,0,0,1.58,0.08,0.04,0.0,5,2018
388,Youssef Ait Bennasser,Monaco,26,2013,0,2,0.33,1.20,0.01,0.05,5,2018
389,Faitout Maouassa,Saint-Etienne,27,2134,0,1,0.56,0.65,0.02,0.03,5,2018
390,Patrick Burner,Nice,17,1358,0,0,0.17,0.91,0.01,0.06,5,2018
391,Walter Benítez,Nice,35,3150,0,0,0.00,0.00,0.0,0.0,5,2018
392,Keagan Dolly,Montpellier,3,90,0,0,0.02,0.07,0.02,0.07,5,2018
393,Igor Lewczuk,Bordeaux,6,449,0,0,0.00,0.00,0.0,0.0,5,2018
394,Théo Pellenard,Angers,6,499,0,0,0.04,0.22,0.01,0.04,5,2018
395,Eiji Kawashima,Strasbourg,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
396,Giovani Lo Celso,Paris Saint Germain,1,6,0,0,0.00,0.00,0.0,0.0,5,2018
397,Karl-Johan Johnsson,Guingamp,17,1530,0,0,0.00,0.00,0.0,0.0,5,2018
398,Jordan Ikoko,Guingamp,20,1707,0,0,0.21,0.89,0.01,0.05,5,2018
399,Fouad Chafik,Dijon,21,1861,0,2,0.22,1.86,0.01,0.09,5,2018
400,Fernando Marçal,Lyon,12,888,0,0,0.16,0.15,0.02,0.01,5,2018
401,Kenny Rocha Santos,Saint-Etienne,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
402,Lucas Lima,Nantes,31,2489,0,4,0.85,5.35,0.03,0.19,5,2018
403,Abdoulaye Bamba,Angers,30,2580,0,4,0.13,2.05,0.0,0.07,5,2018
404,Myziane Maolida,Nice,14,961,0,3,2.28,1.81,0.21,0.17,5,2018
405,Randal Kolo Muani,Nantes,6,117,0,0,0.40,0.00,0.31,0.0,5,2018
406,Bobby Allain,Dijon,13,1170,0,0,0.00,0.00,0.0,0.0,5,2018
407,James Edward Lea Siliki,Rennes,24,1214,0,3,1.34,3.26,0.1,0.24,5,2018
408,Zaydou Youssef,Bordeaux,11,439,0,0,0.36,0.12,0.07,0.03,5,2018
409,Clement Michelin,Toulouse,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
410,Morgan Poaty,Montpellier,1,90,0,0,0.02,0.08,0.02,0.08,5,2018
411,Fode Toure,Lille,36,3191,0,4,0.71,3.48,0.02,0.1,5,2018
412,Régis Gurtner,Monaco,38,3420,0,0,0.00,0.03,0.0,0.0,5,2018
413,Oualid El Hajjam,Amiens,11,537,0,0,0.05,0.04,0.01,0.01,5,2018
414,Khaled Adenon,Amiens,23,1997,0,0,0.99,0.10,0.04,0.0,5,2018
415,Guessouma Fofana,Amiens,13,653,0,0,0.60,0.01,0.08,0.0,5,2018
416,Thomas Monconduit,Amiens,33,2827,0,1,0.45,1.72,0.01,0.05,5,2018
417,Harrison Manzala,Guingamp,8,56,0,0,0.22,0.00,0.35,0.0,5,2018
418,Kenny Tete,Amiens,13,1055,0,3,0.76,1.82,0.06,0.16,5,2018
419,Dmitri Lienard,Angers,22,1295,0,2,0.88,0.70,0.06,0.05,5,2018
420,Idriss Saadi,Strasbourg,1,8,0,0,0.00,0.00,0.0,0.0,5,2018
421,Ihsan Sacko,Nice,13,431,0,1,1.15,0.91,0.24,0.19,5,2018
422,Jeremy Grimm,Strasbourg,5,162,0,0,0.02,0.05,0.01,0.03,5,2018
423,Pedro Rebocho,Guingamp,36,3240,0,8,0.57,6.76,0.02,0.19,5,2018
424,Lebogang Phiri,Guingamp,24,1937,0,0,0.34,0.48,0.02,0.02,5,2018
425,Adrien Tameze,Nice,37,2962,0,3,0.79,1.45,0.02,0.04,5,2018
426,Christophe Herelle,Nice,33,2941,0,0,2.22,0.27,0.07,0.01,5,2018
427,Nicolas Cozza,Montpellier,12,997,0,1,0.00,0.61,0.0,0.05,5,2018
428,Stef Peeters,Caen,7,415,0,0,0.18,0.52,0.04,0.11,5,2018
429,Adama Mbengue,Caen,11,742,0,0,0.11,0.15,0.01,0.02,5,2018
430,Edgar Ié,Lille,16,1006,0,0,0.14,0.04,0.01,0.0,5,2018
431,Thiago Mendes,Nantes,35,3091,0,5,1.32,4.40,0.04,0.13,5,2018
432,Thiago Maia,Lille,24,1004,0,1,0.99,0.50,0.09,0.04,5,2018
433,Lukas Lerager,Lille,18,1304,0,1,0.41,0.38,0.03,0.03,5,2018
434,Otávio,Bordeaux,33,2884,0,2,0.62,0.37,0.02,0.01,5,2018
435,Moussa Sylla,Bordeaux,18,757,0,0,2.04,0.51,0.24,0.06,5,2018
436,Junior Sambia,Monaco,30,878,0,1,2.07,1.29,0.21,0.13,5,2018
437,Kouadio Dabila,Montpellier,12,778,0,0,0.07,0.00,0.01,0.0,5,2018
438,Racine Coly,Lille,9,504,0,1,0.11,0.23,0.02,0.04,5,2018
439,Bongani Zungu,Nice,5,233,0,0,0.12,0.02,0.05,0.01,5,2018
440,Tomas Koubek,Rennes,33,2923,0,0,0.00,0.02,0.0,0.0,5,2018
441,Gerzino Nyamsi,Rennes,8,537,0,0,0.00,0.00,0.0,0.0,5,2018
442,Ismail Aaneb,Strasbourg,3,208,0,0,0.00,0.42,0.0,0.18,5,2018
443,Jessy Deminguet,Caen,20,1270,0,0,0.14,0.08,0.01,0.01,5,2018
444,Lionel Carole,Strasbourg,23,1734,0,3,0.40,1.66,0.02,0.09,5,2018
445,Willem Geubbels,Monaco,1,7,0,0,0.00,0.00,0.0,0.0,5,2018
446,Antoine Bernede,Paris Saint Germain,2,174,0,0,0.01,0.04,0.0,0.02,5,2018
447,Yoel Armougom,Caen,29,1835,0,1,0.26,1.36,0.01,0.07,5,2018
448,Anthony Caci,Strasbourg,29,2305,0,1,0.12,0.76,0.0,0.03,5,2018
449,Jordi Mboula,Monaco,7,279,0,0,1.35,0.06,0.43,0.02,5,2018
450,Romain Faivre,Monaco,1,90,0,0,0.14,0.02,0.14,0.02,5,2018
451,Jules Koundé,Bordeaux,37,3330,0,1,1.15,0.55,0.03,0.01,5,2018
452,Stanley N'Soki,Paris Saint Germain,12,698,0,0,0.00,0.11,0.0,0.01,5,2018
453,Mahdi Camara,Saint-Etienne,1,8,0,0,0.00,0.00,0.0,0.0,5,2018
454,Adrien Silva,Monaco,15,1183,0,0,0.24,0.49,0.02,0.04,5,2018
455,Timo Stavitski,Caen,1,13,0,0,0.00,0.00,0.0,0.0,5,2018
456,Steven Fortes,Toulouse,3,133,0,0,0.00,0.00,0.0,0.0,5,2018
457,Andy Pelmard,Nice,4,285,0,0,0.00,0.04,0.0,0.01,5,2018
458,Julien Serrano,Monaco,3,117,0,0,0.38,0.07,0.29,0.06,5,2018
459,Yannis Ammour,Montpellier,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
460,Aurelien Tchouameni,Bordeaux,10,713,0,0,0.25,0.08,0.03,0.01,5,2018
461,Oumar Solet,Lyon,1,60,0,0,0.00,0.00,0.0,0.0,5,2018
462,Abdallah Ndour,Strasbourg,4,299,0,0,0.01,0.07,0.0,0.02,5,2018
463,Gaetan Poussin,Bordeaux,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
464,Rayan Ait Nouri,Angers,3,50,0,0,0.00,0.00,0.0,0.0,5,2018
465,Armand Lauriente,Rennes,1,2,0,0,0.00,0.00,0.0,0.0,5,2018
466,Enzo Loiodice,Dijon,12,855,0,1,0.09,0.56,0.01,0.06,5,2018
467,Christopher Rocchia,Marseille,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
468,Yacine Adli,Bordeaux,7,212,0,0,0.01,0.74,0.0,0.31,5,2018
469,John Bostock,Toulouse,16,984,0,0,0.19,0.64,0.02,0.06,5,2018
470,Abdoulaye Dabo,Nantes,2,121,0,0,0.00,0.41,0.0,0.31,5,2018
471,Sofiane Diop,Monaco,13,745,0,0,0.74,0.92,0.09,0.11,5,2018
472,Pelé,Monaco,8,446,0,0,0.12,0.05,0.02,0.01,5,2018
473,Florian Miguel,Nimes,13,1119,0,1,0.78,0.96,0.06,0.08,5,2018
474,Theo Valls,Nimes,31,1767,0,0,0.84,0.90,0.04,0.05,5,2018
475,Gaetan Paquiez,Nimes,20,1314,0,0,0.09,0.23,0.01,0.02,5,2018
476,Arton Zekaj,Lille,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
477,Rúnar Alex Rúnarsson,Dijon,25,2250,0,0,0.00,0.00,0.0,0.0,5,2018
478,Mohamed Lamine Diaby,Nice,6,157,0,0,0.11,0.05,0.06,0.03,5,2018
479,Edouard Mendy,Reims,38,3420,0,0,0.00,0.02,0.0,0.0,5,2018
480,Thomas Fontaine,Reims,7,417,0,1,0.00,0.32,0.0,0.07,5,2018
481,Ghislain Konan,Reims,20,1800,0,1,0.01,1.62,0.0,0.08,5,2018
482,Axel Disasi,Reims,4,155,0,0,0.00,0.04,0.0,0.02,5,2018
483,Mickael Panos,Saint-Etienne,1,24,0,0,0.00,0.00,0.0,0.0,5,2018
484,William Saliba,Saint-Etienne,16,1279,0,0,0.26,0.06,0.02,0.0,5,2018
485,Cheick Traoré,Guingamp,20,1500,0,0,0.61,1.38,0.04,0.08,5,2018
486,Jordan Lefort,Amiens,23,1804,0,1,0.41,0.43,0.02,0.02,5,2018
487,Gaoussou Traore,Amiens,3,110,0,0,0.07,0.00,0.06,0.0,5,2018
488,Sanasi Sy,Amiens,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
489,Matz Sels,Strasbourg,37,3330,0,0,0.00,0.00,0.0,0.0,5,2018
490,Moataz Zemzemi,Strasbourg,2,2,0,0,0.00,0.00,0.0,0.0,5,2018
491,Colin Dagba,Paris Saint Germain,17,907,0,2,0.11,2.21,0.01,0.22,5,2018
492,Malik Tchokounte,Caen,29,1458,0,2,1.64,0.67,0.1,0.04,5,2018
493,Thomas Basila,Nantes,2,91,0,0,0.00,0.00,0.0,0.0,5,2018
494,Sergi Palencia,Bordeaux,25,1984,0,3,0.19,1.89,0.01,0.09,5,2018
495,Duje Caleta-Car,Marseille,20,1545,0,0,0.87,0.04,0.05,0.0,5,2018
496,Farid El Melali,Angers,18,290,0,1,0.48,0.21,0.15,0.06,5,2018
497,Djegui Koita,Guingamp,2,173,0,0,0.00,0.00,0.0,0.0,5,2018
498,Virgile Pinson,Reims,1,3,0,0,0.00,0.00,0.0,0.0,5,2018
499,Laurent Ciman,Dijon,9,713,0,0,0.25,0.20,0.03,0.03,5,2018
500,Hakim El Mokkedem,Toulouse,2,21,0,0,0.00,0.22,0.0,0.96,5,2018
501,Wilson Isidor,Monaco,1,37,0,0,0.04,0.00,0.1,0.0,5,2018
502,Thomas Foket,Reims,32,2880,0,0,0.11,0.89,0.0,0.03,5,2018
503,Nemanja Radonjic,Marseille,17,665,0,0,1.23,0.13,0.17,0.02,5,2018
504,Serigne Modou Kara Mbodji,Nantes,6,511,0,0,0.17,0.26,0.03,0.05,5,2018
505,Nathaël Julan,Guingamp,10,425,0,0,1.52,0.23,0.32,0.05,5,2018
506,Lenny Pintor,Lyon,1,1,0,0,0.00,0.00,0.0,0.0,5,2018
507,Fethi Harek,Nimes,3,180,0,0,0.00,0.00,0.0,0.0,5,2018
508,Jonathan Gradit,Caen,24,2015,0,0,0.03,0.78,0.0,0.03,5,2018
509,Matthias Phaeton,Guingamp,4,43,0,0,0.00,0.07,0.0,0.15,5,2018
510,Han-Noah Massengo,Monaco,3,54,0,0,0.00,0.00,0.0,0.0,5,2018
511,Evens Joseph,Caen,13,316,0,0,0.16,0.08,0.04,0.02,5,2018
512,Imran Louza,Nantes,1,90,0,0,0.02,0.00,0.02,0.0,5,2018
513,Giulian Biancone,Monaco,1,90,0,0,0.02,0.00,0.02,0.0,5,2018
514,Stanley Segarel,Amiens,3,13,0,0,0.00,0.00,0.0,0.0,5,2018
515,Thody Elie Youan,Nantes,1,16,0,0,0.00,0.00,0.0,0.0,5,2018
516,Younn Zahary,Caen,12,727,0,0,0.00,0.08,0.0,0.01,5,2018
517,Charles Nathan Abi,Saint-Etienne,3,27,0,0,0.07,0.07,0.25,0.22,5,2018
518,Eddy Sylvestre,Nice,5,270,0,1,0.59,0.12,0.2,0.04,5,2018
519,Johan Larsson,Guingamp,1,90,0,0,0.00,0.03,0.0,0.03,5,2018
520,Gen Shoji,Toulouse,18,1620,0,0,0.03,0.90,0.0,0.05,5,2018
521,Souleyman Doumbia,Rennes,7,613,0,0,0.00,0.02,0.0,0.0,5,2018
522,Eduardo Camavinga,Rennes,7,359,0,0,0.07,0.28,0.02,0.07,5,2018
523,Mathías Suárez,Montpellier,10,563,0,0,0.00,0.12,0.0,0.02,5,2018
524,Sory Kaba,Dijon,9,225,0,0,0.00,0.19,0.0,0.07,5,2018
525,Antonio Mance,Nantes,5,38,0,0,0.00,0.00,0.0,0.0,5,2018
526,Maxime Pelican,Nice,2,92,0,0,0.00,0.00,0.0,0.0,5,2018
527,Paul Wade,Nice,1,7,0,0,0.00,0.00,0.0,0.0,5,2018
528,Mehdi Merghem,Guingamp,9,730,0,1,1.11,0.09,0.14,0.01,5,2018
529,Driss Trichard,Bordeaux,1,90,0,0,0.00,0.00,0.0,0.0,5,2018
